x;y
0.00615479;3.90054
0.0061306;3.90254
0.00610651;3.90453
0.00608251;3.90653
0.0060586;3.90853
0.00603478;3.91053
0.00601106;3.91253
0.00598742;3.91453
0.00596388;3.91653
0.00594043;3.91853
0.00591707;3.92053
0.0058938;3.92253
0.00587062;3.92454
0.00584753;3.92654
0.00582453;3.92854
0.00580162;3.93055
0.00577879;3.93255
0.00575606;3.93455
0.00573341;3.93656
0.00571085;3.93857
0.00568837;3.94057
0.00566599;3.94258
0.00564369;3.94459
0.00562147;3.94659
0.00559935;3.9486
0.0055773;3.95061
0.00555535;3.95262
0.00553347;3.95463
0.00551169;3.95664
0.00548998;3.95865
0.00546836;3.96066
0.00544683;3.96267
0.00542538;3.96468
0.00540401;3.9667
0.00538272;3.96871
0.00536152;3.97072
0.00534039;3.97274
0.00531935;3.97475
0.0052984;3.97676
0.00527752;3.97878
0.00525672;3.98079
0.005236;3.98281
0.00521537;3.98483
0.00519481;3.98684
0.00517434;3.98886
0.00515394;3.99088
0.00513362;3.9929
0.00511338;3.99492
0.00509322;3.99693
0.00507314;3.99895
0.00505313;4.00097
0.0050332;4.00299
0.00501335;4.00502
0.00499358;4.00704
0.00497388;4.00906
0.00495426;4.01108
0.00493472;4.0131
0.00491525;4.01513
0.00489586;4.01715
0.00487654;4.01917
0.0048573;4.0212
0.00483813;4.02322
0.00481904;4.02525
0.00480002;4.02727
0.00478107;4.0293
0.0047622;4.03133
0.0047434;4.03335
0.00472468;4.03538
0.00470602;4.03741
0.00468744;4.03944
0.00466893;4.04147
0.0046505;4.04349
0.00463213;4.04552
0.00461384;4.04755
0.00459562;4.04958
0.00457746;4.05161
0.00455938;4.05365
0.00454137;4.05568
0.00452343;4.05771
0.00450556;4.05974
0.00448776;4.06177
0.00447003;4.06381
0.00445236;4.06584
0.00443477;4.06788
0.00441724;4.06991
0.00439978;4.07194
0.00438239;4.07398
0.00436507;4.07602
0.00434781;4.07805
0.00433062;4.08009
0.0043135;4.08212
0.00429645;4.08416
0.00427946;4.0862
0.00426254;4.08824
0.00424568;4.09028
0.00422889;4.09232
0.00421216;4.09435
0.0041955;4.09639
0.00417891;4.09843
0.00416238;4.10047
0.00414591;4.10252
0.00412951;4.10456
0.00411317;4.1066
0.00409689;4.10864
0.00408068;4.11068
0.00406453;4.11273
0.00404845;4.11477
0.00403242;4.11681
0.00401646;4.11886
0.00400057;4.1209
0.00398473;4.12295
0.00396895;4.12499
0.00395324;4.12704
0.00393759;4.12908
0.003922;4.13113
0.00390647;4.13318
0.003891;4.13522
0.00387559;4.13727
0.00386024;4.13932
0.00384495;4.14137
0.00382972;4.14341
0.00381455;4.14546
0.00379944;4.14751
0.00378439;4.14956
0.00376939;4.15161
0.00375446;4.15366
0.00373958;4.15571
0.00372476;4.15776
0.00371;4.15982
0.0036953;4.16187
0.00368066;4.16392
0.00366607;4.16597
0.00365153;4.16803
0.00363706;4.17008
0.00362264;4.17213
0.00360828;4.17419
0.00359397;4.17624
0.00357972;4.1783
0.00356553;4.18035
0.00355139;4.18241
0.00353731;4.18446
0.00352328;4.18652
0.0035093;4.18858
0.00349538;4.19063
0.00348152;4.19269
0.00346771;4.19475
0.00345395;4.19681
0.00344025;4.19887
0.0034266;4.20092
0.003413;4.20298
0.00339946;4.20504
0.00338597;4.2071
0.00337253;4.20916
0.00335915;4.21122
0.00334582;4.21328
0.00333254;4.21535
0.00331931;4.21741
0.00330613;4.21947
0.00329301;4.22153
0.00327993;4.22359
0.00326691;4.22566
0.00325394;4.22772
0.00324102;4.22978
0.00322815;4.23185
0.00321533;4.23391
0.00320256;4.23598
0.00318984;4.23804
0.00317717;4.24011
0.00316455;4.24217
0.00315198;4.24424
0.00313946;4.24631
0.00312698;4.24837
0.00311456;4.25044
0.00310219;4.25251
0.00308986;4.25458
0.00307758;4.25664
0.00306535;4.25871
0.00305317;4.26078
0.00304103;4.26285
0.00302895;4.26492
0.00301691;4.26699
0.00300491;4.26906
0.00299297;4.27113
0.00298107;4.2732
0.00296922;4.27527
0.00295741;4.27734
0.00294565;4.27942
0.00293394;4.28149
0.00292227;4.28356
0.00291065;4.28563
0.00289908;4.28771
0.00288755;4.28978
0.00287606;4.29185
0.00286462;4.29393
0.00285322;4.296
0.00284187;4.29808
0.00283057;4.30015
0.00281931;4.30223
0.00280809;4.3043
0.00279692;4.30638
0.00278579;4.30845
0.0027747;4.31053
0.00276366;4.31261
0.00275266;4.31468
0.0027417;4.31676
0.00273079;4.31884
0.00271992;4.32092
0.00270909;4.323
0.00269831;4.32507
0.00268756;4.32715
0.00267686;4.32923
0.00266621;4.33131
0.00265559;4.33339
0.00264501;4.33547
0.00263448;4.33755
0.00262399;4.33963
0.00261354;4.34172
0.00260313;4.3438
0.00259276;4.34588
0.00258243;4.34796
0.00257214;4.35004
0.0025619;4.35213
0.00255169;4.35421
0.00254152;4.35629
0.0025314;4.35838
0.00252131;4.36046
0.00251126;4.36254
0.00250126;4.36463
0.00249129;4.36671
0.00248136;4.3688
0.00247147;4.37088
0.00246162;4.37297
0.00245181;4.37506
0.00244203;4.37714
0.0024323;4.37923
0.0024226;4.38132
0.00241294;4.3834
0.00240332;4.38549
0.00239374;4.38758
0.00238419;4.38967
0.00237468;4.39175
0.00236521;4.39384
0.00235578;4.39593
0.00234638;4.39802
0.00233703;4.40011
0.0023277;4.4022
0.00231842;4.40429
0.00230917;4.40638
0.00229996;4.40847
0.00229078;4.41056
0.00228164;4.41265
0.00227254;4.41475
0.00226347;4.41684
0.00225444;4.41893
0.00224544;4.42102
0.00223648;4.42311
0.00222755;4.42521
0.00221866;4.4273
0.00220981;4.42939
0.00220099;4.43149
0.0021922;4.43358
0.00218345;4.43568
0.00217473;4.43777
0.00216605;4.43987
0.0021574;4.44196
0.00214878;4.44406
0.0021402;4.44615
0.00213166;4.44825
0.00212314;4.45034
0.00211467;4.45244
0.00210622;4.45454
0.00209781;4.45663
0.00208943;4.45873
0.00208108;4.46083
0.00207277;4.46293
0.00206449;4.46503
0.00205624;4.46712
0.00204802;4.46922
0.00203984;4.47132
0.00203169;4.47342
0.00202357;4.47552
0.00201548;4.47762
0.00200743;4.47972
0.00199941;4.48182
0.00199142;4.48392
0.00198346;4.48602
0.00197553;4.48812
0.00196763;4.49022
0.00195977;4.49233
0.00195193;4.49443
0.00194413;4.49653
0.00193635;4.49863
0.00192861;4.50074
0.0019209;4.50284
0.00191322;4.50494
0.00190557;4.50704
0.00189795;4.50915
0.00189036;4.51125
0.0018828;4.51336
0.00187526;4.51546
0.00186776;4.51757
0.00186029;4.51967
0.00185285;4.52178
0.00184544;4.52388
0.00183806;4.52599
0.0018307;4.52809
0.00182338;4.5302
0.00181608;4.53231
0.00180881;4.53441
0.00180158;4.53652
0.00179437;4.53863
0.00178718;4.54073
0.00178003;4.54284
0.00177291;4.54495
0.00176581;4.54706
0.00175874;4.54917
0.0017517;4.55128
0.00174469;4.55339
0.0017377;4.55549
0.00173075;4.5576
0.00172382;4.55971
0.00171692;4.56182
0.00171004;4.56393
0.00170319;4.56604
0.00169637;4.56815
